"cmplnt_apr",""
"110503",""
"110503","四川省,宜宾市,筠连县,筠州南路中国电信旗舰店,北京,北京"
"110503",""
"110503","北京,广东,北京,北京营业厅"
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503","昌平区沙河营业厅"
"110503",""
"110503","陕西省,白水县,云台乡三社"
"11010105",""
"110503",""
"240402","北京"
"110514","北京"
"110514","房山首开熙悦会16号楼1104"
"11020101",""
"11040101",""
"12010602","香林,奥运洋桥"
"130502","北京市,昌平区,天通苑东一区7号楼1单元1205"
"110514",""
"240402","昌平五街,张观庙合作厅,昌平五街,张观"
"11010203",""
"12010206","香林,奥运洋桥"
"11020103","北京,河北,张家口,康保县"
"11010107","北京,河北,张家口市,康宝县,满德堂乡,瓦房营村"
"240404",""
"240404","北京,北京市,昌平区,天通苑,太平庄东一路,中国电信合作营业厅"
"18020702","北京"
"12010401","北京,朝阳区,华纺朝阳家园,华纺易城二期7-6-1102,华纺易城"
"11020502","北京"
"24020102",""
"110514",""
"12010401","领秀翡翠山小区15号楼"
"110503","昌平,于辛庄专区"
"110514",""
"110503",""
"240402",""
"12010302","建外soho"
"110503",""
"110503","顺义"
"110503","北京营业厅,北京"
"110503","北京,北京"
"110503",""
"11010105",""
"110514",""
"12010301",""
"110105",""
"110503","北京"
"11020101",""
"220206","北京,东城区,臧京馆胡同7号"
"110503","北京"
"110514","北京"
"110503",""
"110514","网厅商城营业厅"
"110514","他网小区（,信诺无限)-,三友公寓-,天通苑（ftth）,奥运洋桥ngn"
"110514",""
"110503","京信科技丰台游泳场北路专区"
"1801020302",""
"11010102","北京,密云区,西统路元宝大厦8层"
"240604",""
"110503","北京市,石景山区"
"110503",""
"110503",""
"110503",""
"110503",""
"110503","北京"
"110503",""
"110503","朝阳区,方家村"
"110514","北京"
"240402",""
"110503","北京"
"110514",""
"240402","中国文联艺术家之家大厦-,华为（东四）,信营,亚运村营业厅,北京电信网上营业厅,电信营业厅"
"12010401",""
"240602","苏宁"
"11020101","北京,武汉,江夏区,庙山新村"
"130602","北京,通州区,梨园镇"
"12010204",""
"11010105",""
"11010101",""
"12010401",""
"110504","北京"
"110514","北京,朝阳区,西坝河东里2号,茂华国际村,广西,南宁"
"110504",""
"240402","易联讯达沙河大桥合作厅"
"110514",""
"12010401","他网小区,网信威智),通景园,易构空间"
"12010101","北京,北京市,丰台区,马家堡东路108号,远洋自然1号楼3单元\"
"110503",""
"110503","北京市,朝阳区,日坛北路17号"
"110503",""
"110503",""
"110503",""
"110503","北京"
"11010101",""
"11010206","北京"
"110503","北京"
"240402","华龙苑中里西门合作厅,华龙苑中里西"
"11010105","陕西"
"240402",""
"110504",""
"240603","珠江国际城,合生世界村,奥运洋桥"
"110514",""
"110504",""
"110503",""
"12010601","苏家坨三期,奥运洋桥"
"11010101","北京,朝阳区,西直河十八里店293公寓"
"12010202",""
"11020502",""
"110503","河北,北京"
"110503",""
"110503","北京"
"110503",""
"110503","北京"
"110503",""
"110503",""
"110503",""
"110503",""
"110503","海淀区,上地五街,先锋大厦一段一层"
"110503","北京"
"12010102","北京市,北京市,昌平区,回龙观龙腾苑四区39号楼1"
"12010601","北京,北京"
"1802080205","北京"
"11010210",""
"12020103","北京"
"11020701","北京"
"11010101",""
"11010101","山东"
"11010101","河北,天津,辽宁"
"110514","北京"
"12020601","北京"
"11020101",""
"240402","新世纪硅谷公益西桥华联二店专区"
"240402",""
"110514","95"
"12010401","高楼金,奥运洋桥"
"12010402",""
"110514","北京"
"11010101","北京,海淀区"
"24010102","北京"
"12010602",""
"240402","苏宁"
"11020101",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"240402",""
"11010401",""
"110514","京津冀,河北,邯郸,北京,昌平区,回龙观,北京"
"11010107","北京,通州区,玉桥东路,京艺天郎亚园小区42号楼5单元201室,北京"
"11010201",""
"130208",""
"110510","北京,亦庄"
"14020301",""
"12010401","大兴区,亦庄镇\,开泰东里金色漫香林\一期17号楼\\"
"18010205","北京"
"11010102","北京,大兴区,旧宫紫郡府南区"
"240602","北京"
"12010105","熙兆大厦,奥运洋桥"
"110514","北京"
"12020302","高楼金,奥运洋桥,高楼金地,高楼金,迁房,海天阁,荟萃园"
"16040102",""
"11010402",""
"240604","北京市,昌平区,天通苑营业厅,昌平区,东小口镇立汤路188号,北方明珠大厦商业首层07c"
"110503",""
"240402","立水桥南合作营业厅（,四维通联）"
"11010105",""
"240402","台湖营业厅营业厅,华馨园小区南门,台湖营业厅"
"110514",""
"12010202",""
"130301","北京"
"130501","北京市,海淀区,知春路甲48号,华远盈都a座1702"
"11020701","北京,丰台区,大瓦窑陆建南门营业厅"
"11010103",""
"12010401","北京,北京市,朝阳区,团结湖中路,团结湖中路"
"11010101","河北"
"110503",""
"12010301","西单,北京,北京市,丰台区,北大地一里11,北大地一里,北大地一里11号楼3单元"
"240401","马连道营业厅"
"11010101","北京,朝阳区,潘家园地铁站"
"110503","北京"
"110504","北京,甘肃"
"110504",""
"12010302","向安置房小区,奥运洋桥"
"12010301","化工六厂定向安置房小区,奥运洋桥ngn,53643"
"12010303","向安置房小,奥运洋桥,金地,新城乐居,迁房,海天阁,荟萃园,北京,北京市,通州\,颐瑞东里,新城乐居"
"240402","九棵树营业厅"
"12010401",""
"11010206","北京"
"110504",""
"240402","北京,朝阳区,十八里店,大羊坊路路百分百商城"
"110514","邯郸,北京,通州区,宋庄镇,管头村,北京,河北,邯郸"
"12010101","数码艾提,天通苑,东四"
"20030301",""
"12020202",""
"11010102","北京,丰台区,太子峪路"
"110503","北京,八里桥营业厅"
"11010203",""
"110504",""
"110503","北京"
"110514","北京"
"110503","北京,北京,北京"
"11010102","北京,朝阳区,水岸庄园"
"110514",""
"12010605","北京市"
"11010101",""
"240402",""
"240402",""
"240402",""
"2104","陕西,北京,无锡"
"130505","万泉寺住宅小区,奥运洋桥"
"12010302","高楼,奥运洋桥ngn"
"11010203",""
"12010401",""
"240404","北京,亦庄营业厅"
"240404","im,建外soho"
"11010101",""
"110503",""
"240403",""
"12010101","数码艾提,天通苑"
"240402","九棵树营业厅营业厅,九棵树营业厅"
"11010101",""
"24010201",""
"110514",""
"240401","北京,灵境胡同,西单营业厅"
"12010401","北京,北京市,东城区,东直门中青旅大厦801"
"110503",""
"11020101",""
"110503","北京"
"11010203",""
"240404","建外soho"
"12010404","朝阳区,八里庄东里"
"110504","北京市"
"110801","北京,美国,北京,美国"
"16050103",""
"12040102","北京"
"240602",""
"11030201",""
"11010206",""
"110504",""
"110503","北京"
"110503","北京"
"11010203",""
"11020101",""
"240404",""
"11020401",""
"12010206","上地北,奥运洋桥"
"110514","惠州,北京"
"130301","奥运洋桥"
"110503",""
"240401",""
"110504","北京"
"110505",""
"110702","北京"
"110505","西城区,黄寺大街27号院-1号"
"110514","北京"
"11010214","北京"
"11060101","北京"
"11010101",""
"12010602","金茂悦南区14号楼2单元1603"
"16050102",""
"110503","北京"
"11020104",""
"110502",""
"11010105",""
"240402","上地西路营业厅营业厅,海淀区,上地开发区,嘉华大厦b座"
"11010101",""
"110514",""
"11010402","北京"
"18020402","北京"
"11010102","北京,朝阳区,东三环辅路,庆丰公园厂坡路1号"
"110510","云南省,普洱市,北京市,大兴区"
"17070103",""
"110503","北京,玉泉路营业厅"
"110514","惠州,北京,东三环北路丙二号,天元岗中心b1层,三园桥营业厅"
"110503","营业厅"
"110503","北京,北京市,通州区"
"240402","沈阳,沈阳,北京,亦庄,沈阳"
"110504",""
"110514",""
"24010202","北京"
"110514",""
"12010401",""
"24010203",""
"12010607",""
"11010101","浙江"
"110504",""
"12010601",""
"12010401",""
"12010103","北京,北京市,昌平区,北七家镇\,天通苑北三区北三区21号楼5单元\"
"110105","北京,朝阳门营业厅"
"24010202",""
"110503",""
"1802030301","奥运洋桥"
"110503","海淀,健翔桥市场专区"
"110503",""
"110514",""
"11010101","北京,丰台区,东铁营顺三条4号"
"11010101","北京,33,昌平区农学院9号院底商6号楼106"
"110503","北京,北京市,通州区,新华东街人民商场"
"11010101","北京,北京市,东城区,安德里北街21号西院"
"110514",""
"11010101","北京,北京,西站北广场,瑞海大厦一层"
"11010206",""
"12010303",""
"12010601",""
"110514","北京"
"110504",""
"11010101","北京,北京市,昌平区"
"12010401","北京"
"24010202","北京"
"11010101","北京,北京市,通州区,新华东街人民商场"
"12010401","天字宇程朝阳芳园西路合作厅"
"1802030104","北京,京东"
"240403",""
"110503",""
"110504",""
"12010601",""
"110504",""
"11020101",""
"240402","辽宁省,大连市,北京,北京市,怀柔区,中国科学院大学,雁栖湖校区"
"12010401","房山区,南韩继绿荫"
"11010201",""
"2104","北京,西直门,高梁桥斜街59号院5号楼营业厅"
"12010607",""
"12010101","华为（东四）_,建外soho(ngn)"
"11010101","北京,大新区,庞各庄镇,田园路5号"
"11010203","石景山区,鲁谷,远洋山"
"11010101","北京,大新区,庞各庄镇,田园路5号"
"110514","北京,云南"
"11010101","北京,丰台区,宋家庄地铁站石榴中心88号"
"240403","北京,双井,富力城d区电信营业厅"
"11010101","北京,大兴区,金西路星光影视园南门a座233"
"110503","北京,北京"
"110503","北京"
"110503","北京,牡丹园营业厅"
"240602","北京"
"240401",""
"11010101",""
"11010206",""
"11010402","北京,北京"
"11010101","北京,北七家宏福苑小区"
"240403",""
"160101",""
"240402",""
"110503",""
"12010401","上地北,05712"
"12010402",""
"210101","政企客户营销中心（,西区）,政企客户营销中心（西区）"
"11010102","沧州,北京,丰台区,卢沟桥,老庄子村,市*路,市*路,市*县"
"110504",""
"18020701",""
"12010401","北京,北京市,朝阳区,南湖东园105,南湖东园一区105号楼1单元"
"18020701",""
"11010203","北京"
"11010101","北京,北京市,西城区,德胜门外大街五路通街7号院"
"11010101","十八里店,吕家营"
"110503","北京"
"240404",""
"11010101","顺义区,南彩镇,后薛各庄村,兴盛大街"
"12010402","北太平庄"
"11010101",""
"11050101",""
"11020101","北京,大兴区"
"11010101","顺义区,石园南区33号楼1-103"
"2104","江苏省,无锡市,北京市,北京市,江苏省,无锡市"
"110503","北京,海淀区,奥北科技园"
"12010402","北京市,昌平区\,北街家园八区2号,北街家园8区,北街家园8区2号楼1单元"
"110510","北京,甘肃"
"12010601",""
"1802030301",""
"110503","通州觅子店,京港家园合作厅"
"11010203",""
"110503","北京"
"110503",""
"11010101",""
"12010202",""
"12010401",""
"12010402",""
"11030203",""
"240402","丰台,槐房西路南口,作厅,丰台,槐房西路南"
"12010402","松华园,富力城营业厅"
"110503","北京"
"12010401","北京,北京市,房山区,长韩路10号"
"11010203","北京"
"11010201",""
"11010103","辽宁,锦州,北京,通州区,玉桥东路,京艺天郎亚园小区42号楼5单元201室,北京"
"12010402","熙兆大厦,奥运洋桥"
"11010207",""
"12010401","北京,昌平区,冠华苑1区6号楼3单元5层"
"11010102","北京,甘肃省,兰州市,城关区"
"110503","光彩营业厅,光彩营业厅"
"130204","奥运洋桥"
"110504",""
"110403","北京,科丰桥营业厅,北京科丰桥"
"24010203",""
"12010603","葛洲坝旧宫,奥运洋桥,亦庄营业厅"
"110502",""
"110503",""
"110504",""
"11010103","北京"
"11010101",""
"110503","北京"
"24010203",""
"11020101",""
"110503","北京,广东,北京,北京营业厅"
"240402","北京,北京市,西单营业厅,西单营业厅"
"11010101","北京,昌平"
"240402",""
"24020203",""
"11010203",""
"110514","北京,北京"
"110504",""
"12010103",""
"11020101","丰台区,吴家场路上今家园4号楼2单元217号"
"12010302",""
"12010607","亦庄营业厅,亦庄营业厅"
"240402",""
"110514",""
"110503","北京市,朝阳区,定福庄北街"
"110504",""
"110503","北京,丰台洋桥营业厅"
"12010601","顺义公共号池,奥运洋桥"
"11010203",""
"24020203",""
"240403","北京,丰台区,前泥洼二区18号楼四门302室,七里庄营业厅"
"110503","朝阳,东辛店中街合作厅"
"130501",""
"110514","北京"
"240404","苏家坨三期-,奥运洋桥b24098288,长春桥营业厅"
"110503","北京,丰台区,洋桥营业厅"
"1102010601","北京"
"110514","北京市,昌平区,北京市,昌平区"
"17010401","北京"
"240402","九棵树营业厅营业厅,通州区,九棵树中路1号,家乐福"
"12010401","嘉华益民,康泉小区,广华新城,东亚印象,台湖,东亚尚品,台湖,奥运洋桥"
"240402","苏家坨三期-,奥运洋桥"
"1802080203",""
"110503","昌平,白庙西街北口合作厅"
"110504",""
"11020101","北京,海淀区"
"110503",""
"24010201",""
"12010401","锦悦嘉苑小区"
"110503","北京,北京,亚运村洛克时代营业厅"
"110504",""
"110503",""
"24020202",""
"240402","爱科海讯模式口西街合作厅"
"110514",""
"12010401","北京"
"12010402","小营西路30-32号院,北清路26号院,小营东路2号院,广泰小区,毛纺路58号院,奥运洋桥"
"110514","北京"
"110503",""
"110503","昌平区,北七家镇,燕丹村"
"110503",""
"110503",""
"110503","海淀北二街6号,普天大厦"
"110503",""
"110503",""
"11010101","湖北省,安陆市,李店镇,方岗村"
"240604","北京"
"110503",""
"110508",""
"110514","北京"
"12040103","北京,北京市,通州区"
"240604","白山,北京,通州区,新华大街营业厅,白山"
"24020103",""
"110503","北京"
"110514","北京营业厅"
"110514","海淀区,西三环,远大路世纪金源购物中心4层4026"
"110514","北京"
"110504","北京,田村,海淀区"
"110508","回龙观营业厅"
"110508",""
"11020101",""
"110514","北京,北京,海淀区,西三环莲花桥营业厅,西单北大街营业厅,永州"
"11010214","北京"
"12010607",""
"12010401","北京,北京市,朝阳区,东三环南路58号,富顿中心d座\"
"12010607","数码艾提,天通苑,回龙观营业厅"
"240402",""
"11010212","新世纪硅谷绿地缤纷城二期合作厅"
"130107","香港"
"11020101",""
"240402",""
"110503","北京"
"110503","北京"
"11010101","北京,昌平区,南口镇,南涧路29号"
"11010101","北京,北京市,海淀区,北京大学校内,燕南美食三层"
"110503","北京市,朝阳区"
"110503","北京,昌平,回龙观北农路7号"
"110503",""
"110508",""
"110503",""
"110503","大兴区"
"110503",""
"110503","北京,大兴区,黄村镇,火神庙电信营业厅"
"110503","北京市,百荣商城"
"110503","昌平,八仙庄前街专区"
"240402",""
"240402",""
"12010205","尚峰,尚水,奥运洋桥,北京"
"110508",""
"110508",""
"110508",""
"240402",""
"12010205",""
"110514","北京,北京"
"11010207",""
"110514","北京"
"110504",""
"11020502",""
"110514","北京"
"12010402","金茂悦-,奥运洋桥,大兴区,瀛海镇,海梓府20号楼1单元\,海梓府,亭营业厅"
"12010402",""
"12010401","北京,东五环富力又一城c区c12号楼1单元"
"110514","广西,南宁,北京,北京市,朝阳区,十里河,大洋路天海办公楼"
"210101",""
"11010101","顺义区,楼天竺镇,楼台村,幸福西街23号"
"2104","北京"
"12010401","奥运洋桥,北京,北京市,大兴区,旧宫镇,旧桥路10号院,富力盛悦居19号楼,19"
